aX,aY,aZ,gX,gY,gZ
10.29, -0.27, 1.13, -0.09, 0.12, -0.02
10.30, -0.26, 1.21, -0.09, -0.03, -0.00
10.57, -0.23, 1.58, -0.10, -0.16, 0.01
10.46, -0.26, 1.36, -0.11, -0.34, 0.05
9.27, -0.34, -0.29, -0.11, -0.27, 0.05
9.22, -0.32, -0.46, -0.09, 0.12, 0.03
10.20, -0.35, 0.89, -0.08, 0.37, 0.00
10.27, -0.31, 1.03, -0.08, 0.29, -0.01
10.42, -0.26, 1.47, -0.09, 0.20, -0.01
10.39, -0.25, 1.44, -0.09, 0.07, -0.01
10.33, -0.23, 1.27, -0.09, -0.06, -0.00
10.59, -0.22, 1.63, -0.10, -0.21, 0.02
10.23, -0.29, 1.00, -0.11, -0.38, 0.04
9.12, -0.34, -0.54, -0.10, -0.18, 0.05
9.38, -0.47, -0.26, -0.09, 0.21, 0.03
10.38, -0.28, 1.16, -0.08, 0.37, 0.01
10.26, -0.36, 0.91, -0.08, 0.28, -0.00
10.35, -0.27, 1.22, -0.09, 0.16, -0.01
10.40, -0.24, 1.40, -0.09, 0.02, -0.02
10.40, -0.24, 1.40, -0.10, -0.09, -0.00
10.66, -0.23, 1.69, -0.10, -0.27, 0.02
9.85, -0.35, 0.49, -0.11, -0.37, 0.05
9.02, -0.34, -0.67, -0.10, -0.07, 0.05
9.82, -0.30, 0.33, -0.08, 0.33, 0.02
10.47, -0.37, 1.32, -0.08, 0.34, 0.01
10.38, -0.26, 1.16, -0.08, 0.27, -0.02
10.29, -0.28, 1.15, -0.09, 0.12, -0.04
10.33, -0.26, 1.27, -0.09, -0.01, -0.03
10.49, -0.24, 1.53, -0.10, -0.13, 0.00
10.46, -0.26, 1.36, -0.11, -0.34, 0.06
9.51, -0.28, 0.02, -0.11, -0.33, 0.07
9.15, -0.32, -0.51, -0.09, 0.04, 0.06
10.03, -0.45, 0.63, -0.08, 0.37, 0.01
10.43, -0.29, 1.25, -0.08, 0.31, -0.01
10.47, -0.30, 1.42, -0.09, 0.24, -0.03
10.36, -0.27, 1.30, -0.09, 0.10, -0.04
10.32, -0.26, 1.20, -0.09, -0.04, -0.02
10.62, -0.23, 1.61, -0.10, -0.21, 0.04
10.30, -0.24, 1.08, -0.11, -0.37, 0.07
9.21, -0.33, -0.39, -0.10, -0.25, 0.08
9.37, -0.45, -0.22, -0.09, 0.21, 0.03
10.26, -0.31, 0.99, -0.08, 0.38, -0.02
10.27, -0.35, 0.97, -0.08, 0.29, -0.03
10.35, -0.26, 1.25, -0.09, 0.16, -0.03
10.41, -0.24, 1.45, -0.09, 0.06, -0.03
10.35, -0.23, 1.29, -0.10, -0.07, -0.01
10.65, -0.24, 1.65, -0.10, -0.26, 0.04
10.16, -0.30, 0.87, -0.11, -0.37, 0.08
9.08, -0.33, -0.60, -0.10, -0.15, 0.07
9.62, -0.36, 0.09, -0.08, 0.29, 0.01
10.41, -0.30, 1.27, -0.08, 0.36, -0.02
10.33, -0.27, 1.09, -0.08, 0.27, -0.03
10.30, -0.28, -1.23, -0.14, -0.14, -0.14
10.37, -0.24, 1.33, -0.09, 0.01, -0.01
10.48, -0.24, 1.50, -0.10, -0.13, 0.01
10.56, -0.27, 1.54, -0.11, -0.31, 0.04
9.76, -0.33, 0.34, -0.11, -0.35, 0.06
9.17, -0.34, -0.48, -0.09, 0.04, 0.04
9.87, -0.34, 0.45, -0.08, 0.34, 0.00
10.43, -0.36, 1.32, -0.08, 0.33, -0.02
10.44, -0.29, 1.43, -0.08, 0.24, -0.01
10.31, -0.28, 1.19, -0.09, 0.12, -0.01
10.30, -0.27, 1.21, -0.09, -0.02, -0.00
10.55, -0.21, 1.56, -0.10, -0.17, 0.00
10.43, -0.25, 1.30, -0.11, -0.34, 0.04
9.45, -0.28, -0.09, -0.11, -0.30, 0.05
9.22, -0.36, -0.47, -0.09, 0.14, 0.04
10.13, -0.41, 0.77, -0.08, 0.37, 0.01
10.24, -0.34, 0.92, -0.08, 0.28, 0.00
10.42, -0.26, 1.40, -0.09, 0.19, -0.01
10.41, -0.26, 1.40, -0.09, 0.09, -0.01
10.35, -0.24, 1.28, -0.10, -0.06, -0.02
10.61, -0.23, 1.60, -0.10, -0.22, 0.01
10.26, -0.26, 1.03, -0.11, -0.37, 0.04
9.12, -0.34, -0.55, -0.10, -0.16, 0.06
9.44, -0.46, -0.16, -0.09, 0.23, 0.04
10.32, -0.28, 1.06, -0.08, 0.37, 0.01
10.25, -0.35, 0.96, -0.08, 0.28, -0.01
10.32, -0.26, 1.13, -0.09, 0.15, -0.03
10.40, -0.26, 1.41, -0.09, 0.04, -0.02
10.40, -0.25, 1.41, -0.10, -0.10, -0.01
10.64, -0.27, 1.67, -0.10, -0.28, 0.03
9.77, -0.33, 0.40, -0.11, -0.36, 0.07
9.05, -0.35, -0.66, -0.10, -0.05, 0.06
9.73, -0.32, 0.13, -0.08, 0.30, 0.02
10.45, -0.39, 1.32, -0.08, 0.34, -0.00
10.36, -0.27, 1.22, -0.08, 0.27, -0.03
10.25, -0.28, 1.09, -0.09, 0.13, -0.04
10.31, -0.25, 1.23, -0.09, -0.02, -0.02
10.52, -0.23, 1.53, -0.10, -0.14, 0.01
10.56, -0.24, 1.49, -0.11, -0.33, 0.05
9.47, -0.28, -0.08, -0.11, -0.32, 0.08
9.19, -0.30, -0.54, -0.09, 0.06, 0.05
9.91, -0.38, 0.45, -0.08, 0.36, 0.01
10.39, -0.30, 1.19, -0.08, 0.31, -0.02
10.46, -0.30, 1.47, -0.09, 0.23, -0.03
10.40, -0.27, 1.38, -0.09, 0.09, -0.02
10.31, -0.24, 1.21, -0.09, -0.04, -0.00
10.58, -0.22, 1.62, -0.10, -0.18, 0.03
10.25, -0.30, 1.08, -0.11, -0.37, 0.07
9.15, -0.39, -0.40, -0.10, -0.23, 0.07
9.22, -0.40, -0.37, -0.09, 0.16, 0.03
10.30, -0.30, 1.05, -0.08, 0.37, -0.02
10.24, -0.38, 0.91, -0.08, 0.28, -0.03
10.40, -0.27, 1.37, -0.09, 0.18, -0.03
10.41, -0.26, 1.43, -0.09, 0.05, -0.00
10.37, -0.24, 1.31, -0.10, -0.07, 0.01
10.66, -0.21, 1.65, -0.10, -0.24, 0.04
10.08, -0.31, 0.76, -0.11, -0.38, 0.06
9.05, -0.34, -0.63, -0.10, -0.13, 0.05
9.47, -0.44, -0.10, -0.09, 0.26, 0.01
10.46, -0.30, 1.31, -0.08, 0.36, -0.02
10.29, -0.30, 1.03, -0.08, 0.28, -0.03
10.28, -0.29, 1.11, -0.09, 0.13, -0.01
10.35, -0.24, 1.36, -0.09, 0.01, -0.00
10.43, -0.23, 1.43, -0.10, -0.11, 0.01
10.58, -0.24, 1.51, -0.11, -0.32, 0.03
9.69, -0.31, 0.24, -0.11, -0.36, 0.05
9.04, -0.34, -0.61, -0.10, -0.02, 0.05
9.92, -0.36, 0.45, -0.08, 0.35, 0.02
10.44, -0.37, 1.31, -0.08, 0.33, -0.00
10.41, -0.29, 1.33, -0.08, 0.26, -0.02
10.33, -0.28, 1.22, -0.09, 0.12, -0.02
10.30, -0.25, 1.22, -0.09, -0.03, -0.01
10.54, -0.23, 1.58, -0.10, -0.15, -0.00
10.41, -0.24, 1.29, -0.11, -0.35, 0.04
9.40, -0.29, -0.12, -0.11, -0.30, 0.06
9.22, -0.34, -0.45, -0.09, 0.15, 0.05
10.15, -0.38, 0.77, -0.08, 0.37, 0.02
10.35, -0.26, 1.06, -0.08, 0.29, -0.00
10.45, -0.25, 1.37, -0.09, 0.19, -0.03
10.42, -0.25, 1.38, -0.09, 0.08, -0.04
10.32, -0.27, 1.23, -0.09, -0.05, -0.02
10.60, -0.26, 1.58, -0.10, -0.22, 0.02
10.23, -0.30, 0.99, -0.11, -0.35, 0.06
9.20, -0.42, -0.45, -0.10, -0.20, 0.07
9.52, -0.51, -0.06, -0.09, 0.24, 0.04
10.40, -0.30, 1.19, -0.08, 0.36, 0.01
10.25, -0.40, 0.93, -0.08, 0.28, -0.01
10.28, -0.29, 1.11, -0.09, 0.15, -0.04
10.37, -0.22, 1.40, -0.09, 0.03, -0.04
10.30, -0.22, 1.21, -0.10, -0.04, -0.01
10.60, -0.20, 1.57, -0.10, -0.26, 0.04
10.05, -0.29, 0.76, -0.11, -0.36, 0.08
9.09, -0.30, -0.55, -0.10, -0.04, 0.05
9.77, -0.25, 0.28, -0.09, 0.30, 0.01
10.41, -0.32, 1.30, -0.08, 0.33, -0.00
10.39, -0.23, 1.30, -0.08, 0.26, -0.03
10.29, -0.27, 1.09, -0.09, 0.13, -0.03
10.33, -0.27, 1.25, -0.09, -0.00, -0.03
10.49, -0.27, 1.50, -0.10, -0.14, 0.02
10.52, -0.30, 1.43, -0.10, -0.30, 0.06
9.69, -0.33, 0.22, -0.11, -0.33, 0.08
9.22, -0.36, -0.50, -0.09, 0.08, 0.03
10.01, -0.44, 0.60, -0.08, 0.35, -0.00
10.34, -0.37, 1.14, -0.08, 0.30, -0.02
10.42, -0.31, 1.44, -0.09, 0.21, -0.02
10.35, -0.27, 1.29, -0.09, 0.11, -0.02
10.30, -0.23, 1.22, -0.09, -0.04, 0.01
10.47, -0.22, 1.49, -0.10, -0.18, 0.03
10.38, -0.23, 1.26, -0.11, -0.33, 0.06
9.22, -0.33, -0.35, -0.10, -0.22, 0.05
9.30, -0.38, -0.29, -0.09, 0.17, 0.02
10.24, -0.36, 1.03, -0.08, 0.35, -0.01
10.21, -0.35, 0.92, -0.08, 0.27, -0.01
10.34, -0.24, 1.30, -0.09, 0.17, -0.01
10.40, -0.21, 1.46, -0.09, 0.07, -0.00
10.39, -0.21, 1.36, -0.10, -0.07, 0.01
10.56, -0.20, 1.55, -0.10, -0.23, 0.03
10.23, -0.26, 1.06, -0.11, -0.36, 0.05
9.06, -0.34, -0.63, -0.10, -0.13, 0.04
9.57, -0.44, -0.04, -0.09, 0.25, 0.01
10.41, -0.37, 1.23, -0.08, 0.33, 0.01
10.30, -0.33, 1.03, -0.08, 0.27, -0.02
10.27, -0.30, 1.06, -0.09, 0.14, -0.01
10.32, -0.29, 1.27, -0.09, -0.00, -0.01
10.42, -0.28, 1.43, -0.10, -0.11, 0.00
10.61, -0.28, 1.59, -0.10, -0.28, 0.03
9.75, -0.29, 0.35, -0.11, -0.35, 0.05
9.10, -0.37, -0.52, -0.10, -0.01, 0.05
9.80, -0.29, 0.34, -0.08, 0.32, 0.02
10.42, -0.31, 1.28, -0.08, 0.31, 0.01
10.42, -0.25, 1.37, -0.09, 0.25, -0.02
10.28, -0.25, 1.13, -0.09, 0.13, -0.02
10.30, -0.24, 1.23, -0.09, -0.03, -0.02
10.53, -0.22, 1.56, -0.10, -0.15, 0.00
10.41, -0.23, 1.24, -0.11, -0.35, 0.06
9.37, -0.30, -0.21, -0.10, -0.29, 0.07
9.19, -0.29, -0.52, -0.09, 0.10, 0.06
10.20, -0.39, 0.80, -0.08, 0.37, 0.01
10.31, -0.28, 0.97, -0.08, 0.29, -0.01
10.44, -0.30, 1.46, -0.09, 0.21, -0.03
10.40, -0.27, 1.39, -0.09, 0.08, -0.04
10.32, -0.25, 1.20, -0.10, -0.05, -0.02
10.56, -0.22, 1.55, -0.10, -0.20, 0.02
10.22, -0.29, 0.98, -0.11, -0.37, 0.08
9.14, -0.35, -0.50, -0.10, -0.20, 0.08
9.33, -0.42, -0.31, -0.09, 0.19, 0.05
10.37, -0.25, 1.18, -0.08, 0.37, -0.01
10.25, -0.39, 0.91, -0.08, 0.28, -0.03
10.36, -0.25, 1.32, -0.09, 0.17, -0.04
10.41, -0.23, 1.42, -0.09, 0.03, -0.03
10.38, -0.21, 1.36, -0.10, -0.08, -0.01
10.64, -0.23, 1.62, -0.10, -0.28, 0.05
10.03, -0.34, 0.65, -0.11, -0.37, 0.08
9.04, -0.33, -0.68, -0.10, -0.10, 0.06
9.77, -0.29, 0.24, -0.08, 0.32, 0.00
10.43, -0.37, 1.30, -0.08, 0.34, -0.02
10.33, -0.30, 1.08, -0.08, 0.28, -0.03
10.29, -0.31, 1.08, -0.09, 0.13, -0.02
10.34, -0.28, 1.27, -0.09, -0.01, -0.01
10.47, -0.28, 1.48, -0.10, -0.12, 0.01
10.53, -0.28, 1.44, -0.11, -0.33, 0.05
9.64, -0.32, 0.18, -0.11, -0.35, 0.07
9.13, -0.36, -0.57, -0.10, 0.01, 0.04
9.98, -0.43, 0.56, -0.08, 0.36, -0.00
10.42, -0.31, 1.30, -0.08, 0.32, -0.02
10.47, -0.30, 1.50, -0.09, 0.22, -0.01
10.36, -0.24, 1.28, -0.09, 0.11, -0.01
10.31, -0.22, 1.19, -0.09, -0.04, 0.00
10.61, -0.18, 1.63, -0.10, -0.20, 0.01
10.36, -0.23, 1.20, -0.11, -0.37, 0.04
9.27, -0.31, -0.28, -0.10, -0.28, 0.05
9.22, -0.41, -0.43, -0.09, 0.18, 0.03
9.90, -0.36, 0.44, -0.08, 0.36, -0.00
10.27, -0.31, 0.96, -0.08, 0.29, -0.01
10.39, -0.26, 1.34, -0.09, 0.18, -0.01
10.41, -0.26, 1.45, -0.09, 0.07, -0.01
10.35, -0.26, 1.27, -0.10, -0.06, 0.00
10.69, -0.26, 1.69, -0.10, -0.25, 0.02
10.18, -0.30, 0.89, -0.11, -0.39, 0.04
9.02, -0.35, -0.71, -0.10, -0.12, 0.05
9.47, -0.44, -0.15, -0.08, 0.27, 0.03
10.41, -0.25, 1.21, -0.08, 0.39, 0.01
10.36, -0.28, 1.12, -0.08, 0.30, -0.02
10.30, -0.28, 1.11, -0.09, 0.15, -0.02
10.40, -0.25, 1.42, -0.09, 0.03, -0.02
10.47, -0.25, 1.48, -0.10, -0.12, -0.00
10.66, -0.27, 1.64, -0.10, -0.31, 0.03
9.88, -0.37, 0.48, -0.11, -0.38, 0.05
9.05, -0.36, -0.61, -0.10, -0.00, 0.06
9.80, -0.32, 0.32, -0.08, 0.35, 0.02
10.46, -0.39, 1.36, -0.08, 0.35, 0.01
10.43, -0.28, 1.38, -0.08, 0.26, -0.03
10.29, -0.28, 1.13, -0.09, 0.13, -0.04
10.33, -0.24, 1.24, -0.09, -0.01, -0.02
10.56, -0.21, 1.58, -0.10, -0.16, 0.01
10.50, -0.23, 1.41, -0.11, -0.34, 0.05
9.33, -0.29, -0.21, -0.11, -0.29, 0.08
9.17, -0.28, -0.53, -0.09, 0.11, 0.05
10.07, -0.42, 0.69, -0.08, 0.37, 0.02
10.28, -0.30, 0.99, -0.08, 0.29, -0.02
10.47, -0.28, 1.46, -0.09, 0.21, -0.04
10.39, -0.25, 1.33, -0.09, 0.10, -0.04
10.32, -0.23, 1.27, -0.10, -0.05, -0.00
10.58, -0.21, 1.59, -0.10, -0.21, 0.03
10.29, -0.27, 1.10, -0.11, -0.37, 0.07
9.10, -0.35, -0.54, -0.10, -0.20, 0.07
9.30, -0.47, -0.33, -0.09, 0.20, 0.03
10.28, -0.32, 1.03, -0.08, 0.38, -0.01
10.25, -0.39, 0.93, -0.08, 0.29, -0.03
10.35, -0.26, 1.26, -0.35, 0.66, -0.14
10.41, -0.24, 1.46, -0.09, 0.06, -0.03
10.41, -0.23, 1.40, -0.10, -0.09, 0.01
10.66, -0.24, 1.69, -0.10, -0.26, 0.05
10.16, -0.32, 0.92, -0.11, -0.38, 0.08
9.02, -0.36, -0.68, -0.10, -0.09, 0.05
9.60, -0.38, 0.02, -0.08, 0.29, 0.01
10.42, -0.30, 1.26, -0.08, 0.37, -0.03
10.34, -0.26, 1.14, -0.08, 0.28, -0.03
10.29, -0.28, 1.10, -0.09, 0.14, -0.02
10.38, -0.23, 1.36, -0.09, 0.01, -0.01
10.49, -0.22, 1.48, -0.10, -0.13, 0.01
10.61, -0.25, 1.58, -0.11, -0.32, 0.04
9.77, -0.35, 0.38, -0.11, -0.37, 0.07
9.12, -0.33, -0.51, -0.09, 0.02, 0.04
9.86, -0.32, 0.42, -0.08, 0.35, 0.00
10.43, -0.30, 1.27, -0.08, 0.32, -0.01
10.46, -0.30, 1.45, -0.09, 0.25, -0.01
10.31, -0.27, 1.17, -0.09, 0.12, -0.01
10.30, -0.26, 1.23, -0.09, -0.04, -0.01
10.66, -0.21, 1.63, -0.10, -0.17, 0.00
10.91, -0.21, 1.11, -0.11, -0.38, 0.05
9.61, -0.35, -0.33, -0.10, -0.24, 0.05
9.11, -0.39, -0.32, -0.09, 0.10, 0.04
10.33, -0.50, 0.48, -0.08, 0.40, 0.00
9.89, -0.28, 0.90, -0.08, 0.27, 0.00
10.33, -0.23, 1.63, -0.08, 0.22, -0.01
10.38, -0.22, 1.34, -0.09, 0.10, -0.01
10.53, -0.28, 1.20, -0.09, -0.06, -0.02
10.99, -0.26, 1.81, -0.10, -0.23, 0.01
9.91, -0.29, 0.87, -0.11, -0.40, 0.06
8.92, -0.31, -0.63, -0.10, -0.17, 0.06
9.43, -0.48, -0.20, -0.09, 0.24, 0.04
10.37, -0.30, 1.19, -0.08, 0.38, 0.01
10.38, -0.39, 0.96, -0.08, 0.29, -0.01
10.27, -0.29, 1.16, -0.09, 0.16, -0.03
10.41, -0.24, 1.36, -0.09, 0.02, -0.04
10.38, -0.21, 1.39, -0.10, -0.10, -0.01
10.69, -0.24, 1.67, -0.10, -0.27, 0.03
9.92, -0.37, 0.41, -0.11, -0.37, 0.07
8.98, -0.34, -0.68, -0.10, -0.07, 0.06
9.61, -0.32, 0.07, -0.08, 0.30, 0.03
10.40, -0.39, 1.36, -0.08, 0.34, 0.00
10.42, -0.27, 1.24, -0.08, 0.28, -0.03
10.34, -0.29, 1.18, -0.09, 0.13, -0.03
10.32, -0.25, 1.26, -0.09, -0.02, -0.02
10.47, -0.23, 1.55, -0.10, -0.13, 0.01
10.45, -0.25, 1.37, -0.11, -0.35, 0.07
9.53, -0.28, 0.05, -0.11, -0.33, 0.08
9.15, -0.31, -0.51, -0.09, 0.05, 0.05
10.08, -0.44, 0.71, -0.08, 0.37, -0.00
10.40, -0.28, 1.21, -0.08, 0.31, -0.02
10.46, -0.31, 1.46, -0.09, 0.24, -0.03
10.36, -0.27, 1.34, -0.09, 0.10, -0.03
10.30, -0.25, 1.20, -0.09, -0.04, -0.00
10.60, -0.19, 1.58, -0.10, -0.18, 0.03
10.32, -0.25, 1.07, -0.11, -0.37, 0.07
9.20, -0.35, -0.41, -0.10, -0.25, 0.07
9.19, -0.37, -0.48, -0.09, 0.15, 0.03
10.28, -0.34, 1.00, -0.08, 0.38, -0.02
10.23, -0.38, 0.97, -0.08, 0.29, -0.02
10.33, -0.30, 1.29, -0.09, 0.16, -0.02
10.41, -0.26, 1.48, -0.09, 0.06, -0.00
10.36, -0.23, 1.34, -0.10, -0.07, 0.01
10.62, -0.21, 1.67, -0.10, -0.26, 0.03
10.16, -0.26, 0.91, -0.11, -0.37, 0.06
9.11, -0.27, -0.57, -0.10, -0.15, 0.05
9.63, -0.32, 0.00, -0.08, 0.29, 0.01
10.41, -0.26, 1.19, -0.08, 0.36, -0.01
10.26, -0.33, 0.93, -0.08, 0.28, -0.03
10.27, -0.30, 1.04, -0.09, 0.14, -0.01
10.36, -0.29, 1.35, -0.09, 0.01, -0.00
10.42, -0.28, 1.42, -0.10, -0.10, 0.01
10.59, -0.31, 1.60, -0.11, -0.30, 0.03
9.81, -0.39, 0.42, -0.11, -0.36, 0.05
9.13, -0.37, -0.55, -0.10, 0.02, 0.05
9.84, -0.36, 0.37, -0.08, 0.34, 0.02
10.43, -0.39, 1.29, -0.08, 0.33, -0.00
10.43, -0.28, 1.39, -0.09, 0.25, -0.02
10.29, -0.25, 1.13, -0.09, 0.12, -0.02
10.31, -0.22, 1.20, -0.09, -0.02, -0.01
10.58, -0.20, 1.59, -0.10, -0.17, 0.00
10.47, -0.24, 1.31, -0.11, -0.35, 0.04
9.46, -0.26, -0.02, -0.11, -0.33, 0.05
9.17, -0.30, -0.51, -0.09, 0.13, 0.06
10.07, -0.45, 0.75, -0.08, 0.38, 0.02
10.36, -0.27, 1.21, -0.08, 0.31, -0.00
10.44, -0.26, 1.47, -0.09, 0.20, -0.03
10.40, -0.24, 1.38, -0.09, 0.10, -0.03
10.36, -0.23, 1.29, -0.09, -0.06, -0.02
10.63, -0.22, 1.67, -0.10, -0.22, 0.02
10.27, -0.24, 1.10, -0.11, -0.38, 0.06
9.10, -0.33, -0.54, -0.10, -0.18, 0.07
9.36, -0.47, -0.26, -0.09, 0.22, 0.05
10.32, -0.29, 1.02, -0.08, 0.38, 0.00
10.27, -0.38, 0.92, -0.08, 0.29, -0.03
10.36, -0.28, 1.21, -0.09, 0.16, -0.04
10.40, -0.25, 1.44, -0.09, 0.05, -0.04
10.40, -0.25, 1.36, -0.10, -0.09, -0.01
10.69, -0.27, 1.66, -0.10, -0.28, 0.04
10.13, -0.37, 0.79, -0.11, -0.39, 0.08
8.97, -0.35, -0.72, -0.10, -0.08, 0.06
9.61, -0.36, 0.03, -0.08, 0.31, 0.02
10.44, -0.31, 1.30, -0.08, 0.37, -0.00
10.34, -0.25, 1.19, -0.08, 0.28, -0.03
10.28, -0.26, 1.13, -0.09, 0.14, -0.03
10.36, -0.23, 1.27, -0.09, -0.01, -0.01
10.52, -0.22, 1.55, -0.10, -0.13, 0.01
10.60, -0.24, 1.57, -0.11, -0.32, 0.05
9.56, -0.22, 0.04, -0.11, -0.34, 0.07
9.11, -0.29, -0.56, -0.10, 0.03, 0.04
9.90, -0.31, 0.45, -0.08, 0.35, 0.00
10.43, -0.26, 1.29, -0.08, 0.32, -0.02
10.45, -0.27, 1.47, -0.08, 0.25, -0.02
10.31, -0.24, 1.20, -0.09, 0.12, -0.02
10.34, -0.25, 1.24, -0.10, -0.04, 0.01
10.65, -0.22, 1.67, -0.10, -0.18, 0.02
10.44, -0.28, 1.24, -0.11, -0.38, 0.06
9.16, -0.37, -0.46, -0.10, -0.27, 0.05
9.14, -0.36, -0.61, -0.09, 0.13, 0.03
10.22, -0.38, 0.85, -0.08, 0.40, -0.01
10.31, -0.34, 0.97, -0.08, 0.30, -0.01
10.45, -0.30, 1.40, -0.09, 0.21, -0.01
10.42, -0.25, 1.38, -0.09, 0.07, -0.01
10.36, -0.23, 1.26, -0.10, -0.07, 0.00
10.68, -0.21, 1.71, -0.10, -0.23, 0.03
10.13, -0.30, 0.86, -0.11, -0.39, 0.04
9.07, -0.34, -0.55, -0.10, -0.16, 0.04
9.37, -0.45, -0.17, -0.09, 0.24, 0.02
10.42, -0.26, 1.29, -0.08, 0.38, 0.01
10.26, -0.33, 1.02, -0.08, 0.29, -0.01
10.32, -0.25, 1.24, -0.09, 0.16, -0.01
10.39, -0.23, 1.40, -0.09, 0.02, -0.01
10.43, -0.25, 1.40, -0.10, -0.09, 0.00
10.60, -0.28, 1.55, -0.10, -0.29, 0.03
9.84, -0.36, 0.42, -0.11, -0.35, 0.05
9.06, -0.37, -0.60, -0.10, -0.05, 0.05
9.83, -0.33, 0.34, -0.08, 0.32, 0.03
10.40, -0.39, 1.27, -0.08, 0.33, 0.01
10.35, -0.27, 1.15, -0.09, 0.27, -0.02
10.30, -0.28, 1.09, -0.09, 0.12, -0.04
10.31, -0.26, 1.17, -0.09, -0.02, -0.02
10.50, -0.24, 1.46, -0.10, -0.13, 0.00
10.44, -0.25, 1.31, -0.11, -0.33, 0.05
9.54, -0.26, 0.06, -0.11, -0.31, 0.07
9.22, -0.33, -0.41, -0.09, 0.06, 0.05
10.05, -0.43, 0.69, -0.08, 0.35, 0.02
10.36, -0.28, 1.18, -0.08, 0.29, -0.01
10.43, -0.30, 1.47, -0.08, 0.23, -0.03
10.38, -0.27, 1.36, -0.09, 0.09, -0.04
10.29, -0.25, 1.20, -0.09, -0.04, -0.02
10.55, -0.22, 1.54, -0.10, -0.20, 0.03
10.26, -0.23, 1.09, -0.11, -0.34, 0.07
9.23, -0.37, -0.31, -0.10, -0.23, 0.08
9.42, -0.46, -0.13, -0.09, 0.20, 0.03
10.27, -0.28, 0.97, -0.08, 0.35, -0.01
10.24, -0.35, 0.89, -0.08, 0.27, -0.02
10.33, -0.28, 1.15, -0.09, 0.16, -0.04
10.40, -0.25, 1.37, -0.09, 0.05, -0.03
10.37, -0.26, 1.26, -0.09, -0.06, -0.01
10.57, -0.26, 1.51, -0.10, -0.23, 0.04
10.16, -0.32, 0.92, -0.11, -0.34, 0.08
9.18, -0.35, -0.48, -0.10, -0.13, 0.07
9.68, -0.38, 0.17, -0.09, 0.27, 0.01
10.39, -0.34, 1.19, -0.08, 0.33, -0.02
10.34, -0.26, 1.19, -0.08, 0.26, -0.03
10.27, -0.29, 1.07, -0.09, 0.13, -0.02
10.32, -0.23, 1.29, -0.09, 0.01, -0.01
10.43, -0.21, 1.46, -0.10, -0.12, 0.01
10.51, -0.21, 1.45, -0.10, -0.28, 0.04
9.85, -0.25, 0.45, -0.11, -0.33, 0.07
9.23, -0.32, -0.40, -0.09, 0.04, 0.04
9.90, -0.32, 0.51, -0.08, 0.32, 0.00
10.36, -0.31, 1.24, -0.08, 0.30, -0.02
10.43, -0.27, 1.42, -0.09, 0.23, -0.01
10.30, -0.23, 1.19, -0.09, 0.11, -0.01
10.26, -0.25, 1.16, -0.09, -0.02, -0.00
10.47, -0.24, 1.44, -0.10, -0.16, 0.00
10.38, -0.27, 1.25, -0.11, -0.31, 0.04
9.32, -0.38, -0.24, -0.10, -0.24, 0.05
9.33, -0.36, -0.29, -0.09, 0.13, 0.04
10.13, -0.42, 0.79, -0.08, 0.33, 0.01
10.25, -0.36, 0.89, -0.08, 0.27, 0.00
10.39, -0.27, 1.31, -0.09, 0.18, -0.01
10.39, -0.25, 1.35, -0.09, 0.08, -0.01
10.35, -0.22, 1.27, -0.09, -0.06, -0.01
10.52, -0.21, 1.47, -0.10, -0.20, 0.01
10.29, -0.23, 1.10, -0.11, -0.33, 0.04
9.19, -0.35, -0.45, -0.10, -0.15, 0.06
9.48, -0.48, -0.05, -0.09, 0.21, 0.04
10.30, -0.27, 1.07, -0.08, 0.34, 0.01
10.24, -0.34, 0.98, -0.08, 0.27, -0.01
20.59, -0.57, 2.24, -0.09, 0.15, -0.02
10.39, -0.24, 1.40, -0.09, 0.04, -0.02
10.42, -0.24, 1.37, -0.10, -0.09, -0.01
10.58, -0.24, 1.54, -0.10, -0.25, 0.03
10.07, -0.33, 0.78, -0.11, -0.35, 0.05
9.13, -0.36, -0.55, -0.10, -0.04, 0.06
9.75, -0.31, 0.18, -0.08, 0.28, 0.03
10.41, -0.36, 1.20, -0.08, 0.33, 0.02
10.35, -0.29, 1.18, -0.08, 0.26, -0.03
10.27, -0.30, 1.06, -0.09, 0.13, -0.04
10.33, -0.28, 1.25, -0.09, 0.00, -0.03
10.46, -0.27, 1.46, -0.10, -0.13, 0.01
10.47, -0.26, 1.40, -0.11, -0.29, 0.05
9.78, -0.28, 0.36, -0.11, -0.32, 0.07
9.27, -0.33, -0.35, -0.09, 0.06, 0.05
9.95, -0.39, 0.52, -0.08, 0.32, 0.02
10.30, -0.25, 1.07, -0.08, 0.28, -0.02
10.43, -0.25, 1.45, -0.09, 0.22, -0.03
10.33, -0.23, 1.29, -0.09, 0.11, -0.04
10.29, -0.22, 1.23, -0.10, -0.04, -0.00
10.47, -0.19, 1.48, -0.10, -0.17, 0.03
10.37, -0.23, 1.19, -0.11, -0.31, 0.07
9.32, -0.35, -0.26, -0.10, -0.21, 0.07
9.37, -0.42, -0.18, -0.09, 0.15, 0.03
10.19, -0.37, 0.88, -0.08, 0.33, -0.01
10.21, -0.40, 0.85, -0.08, 0.27, -0.02
10.34, -0.28, 1.27, -0.09, 0.17, -0.03
10.38, -0.29, 1.40, -0.09, 0.07, -0.02
10.35, -0.27, 1.30, -0.10, -0.06, 0.01
